t;x;y;q
1668;43;66;-1.4
1670;39.5;71.6;-2.2
1672;39.5;67.6;-1.4
1674;40.5;64.5;-1.5
1676;41.1;72.2;-2.5
1678;41.3;68.6;-1.1
1680;40.7;60.7;-1.7
1682;40.9;71.1;-2.2
1684;42.2;71.2;-1.4
1686;42.1;64.1;-1.6
1688;40;70.9;-2.1
1690;40.9;74;-1.4
1692;41.6;60.1;-1.7
1694;40.5;67.1;-1.8
1696;39.9;73.3;-1.6
1698;42.9;63;-1.6
1700;43.7;69.1;-1.7
1702;42.2;79;-1.6
1704;41.3;63.5;-1.6
1706;43.7;69.2;-1.6
1708;44.1;77.7;-1.7
1710;41.2;64.7;-1.6
1712;41.2;67.1;-1.4
1714;43;73.5;-1.8
1716;43.2;64.6;-2.1
1718;40.7;68.1;-1.7
1720;41.4;75.6;-1.5
1722;45.2;68.6;-1.6
1724;43.6;71.1;-1.8
1726;42.6;74.2;-1.5
1728;45.5;66.8;-1.5
1730;44.1;71.6;-1.7
1732;41.8;69.6;-1.5
1734;42.5;66.8;-1.7
1736;44.9;76.3;-2.3
1738;41.5;70.1;-1.1
1740;40.9;69.8;-1.6
1742;42.6;74.6;-2.1
1744;43.7;68.6;-1
1746;42.6;74.3;-2.3
1748;43.4;71.9;-1.6
1750;46.8;68.3;-1.3
1752;44.4;77;-2.3
1754;43.1;69.9;-0.9
1756;45;71.1;-1.7
1758;46.4;79.9;-2.1
1760;42.5;65.9;-1.2
1762;43.2;73.1;-2
1764;44;74.3;-2
1766;44.2;67.3;-1.1
1768;44.3;80.7;-2.4
1770;45.2;70.5;-1.7
1772;43.4;68.7;-1.6
1774;43.7;79.6;-2
1776;45.7;68.1;-1.1
1778;44;75.6;-1.7
1780;42.6;74.3;-2
1782;43.4;66.8;-1.3
1784;44.6;81.8;-1.8
1786;44.7;72.2;-1.9
1788;45.2;77;-1.7
1790;45.7;76.4;-1.7
1792;44.2;66.9;-1.7
1794;43;77.6;-1.3
1796;45;70.2;-1.7
1798;43.8;75.1;-1.8
1800;43.9;79.1;-1.8
1802;44.1;69.9;-1.4
1804;44.3;77.4;-1.9
1806;44.8;72.7;-1.7
1808;47.7;77.3;-1.3
1810;46.5;74.9;-1.6
1812;45.1;73.6;-1.9
1814;46.7;77.9;-2.3
1816;45.5;75.5;-1.4
1818;43.8;78.2;-1.7
1820;45.9;71.4;-2.3
1822;44.1;74.6;-1.5
1824;43.9;72.6;-1.5
1826;47.8;76.2;-2
1828;45.1;78.5;-1.2
1830;47.1;73;-1.8
1832;47.4;79.8;-1.9
1834;44.1;70.5;-1.4
1836;45.3;79.7;-1.7
1838;45.7;72.6;-1.5
1840;45.5;73.2;-1.6
1842;45.1;81.5;-2
1844;47;72;-1.3
1846;46.8;84.6;-1.4
1848;45;69.7;-2.4
1850;46.3;79.7;-1.7
1852;44;73;-1.5
1854;46.4;76.5;-2.3
1856;47.5;79.6;-1.6
1858;46.9;73.8;-1.3
1860;46.8;81;-1.9
1862;47.5;72.3;-1.8
1864;45.6;80.8;-1.7
1866;48.1;72.2;-1.8
1868;46.8;78.8;-1.4
1870;46.3;79.3;-1.3
1872;46.8;79.3;-1.4
1874;46.5;77.3;-1.5
1876;47.2;76.8;-1.8
1878;49.7;79.4;-1.7
1880;46.6;75.7;-1.4
1882;47.1;80.1;-1.7
1884;47.8;77.2;-1.6
1886;46.2;78.9;-1.5
1888;48.2;77.5;-2
1890;46.3;78.1;-1.4
1892;46.8;73.7;-2.1
1894;49.1;84.1;-1.7
1896;45.7;75.8;-1.2
1898;47.7;83.2;-1.9
1900;47.8;74.6;-1.7
1902;46.7;81.8;-1.5
1904;48.3;73.8;-2.1
1906;46.4;84.3;-1.8
1908;49.3;76.5;-1.4
1910;48.7;83.8;-2.1
1912;46.2;75;-1.4
1914;48;82.5;-1.5
1916;47.8;75.5;-2
1918;46.2;81.4;-1.8
1920;47.6;79;-1.7
1922;46.6;80.2;-1.7
1924;49.6;75.9;-2
1926;49.1;80.7;-1.8
1928;47.9;77.5;-1.3
1930;49.5;80.9;-2.2
1932;48.5;80.7;-1.6
1934;48;79.5;-1.4
1936;49.1;80;-2
1938;46;79.1;-1.8
1940;49.5;78.7;-1.1
1942;46;80.2;-2.3
1944;48.7;80.3;-1.7
1946;49.1;85.3;-1.4
1948;46.7;75.5;-2.1
1950;49.7;81.9;-1.3
1952;47.2;75.7;-1.7
1954;50.4;84.6;-2
1956;48.1;77.4;-1.2
1958;47.3;80.2;-2.1
1960;47.7;78.6;-1.7
1962;46.1;79.2;-0.6
1964;48.8;76.7;-2.1
1966;49;82.6;-1.7
1968;51.7;83.7;-1
1970;48.8;77.8;-2.3
1972;48.9;80.2;-1.5
1974;50.9;79.8;-1.4
1976;47.8;82.8;-1.9
1978;50.5;79.4;-1.2
1980;47.2;82.5;-1.8
1982;50;78.6;-2
1984;50.4;85.5;-1
1986;49.3;77;-2.1
1988;51.1;86.3;-2.1
1990;48.1;80.2;-1.2
1992;49.8;81.5;-2
1994;47.2;78.9;-1.5
1996;50.8;81.2;-1.2
1998;49;82.4;-2.2
2000;50;80.5;-1.5
2002;48.3;81.2;-1.9
2004;48.2;79.8;-2.1
2006;51.1;82.6;-1.6
2008;50.8;80.8;-1.8
2010;52.4;85;-1.7
2012;49.6;84.6;-1.6
2014;49.7;76.5;-1.8
2016;49.9;82.9;-1.7
2018;48.6;76.6;-1.4
2020;48.8;85.3;-2.1
2022;48.3;77.3;-1.4
2024;49.6;81.4;-1.5
2026;49.8;82.6;-2.3
2028;50;78.2;-1.3
2030;47.7;81.1;-1.5
2032;49.2;79.9;-2
2034;49.9;86.8;-1.5
2036;51.3;78;-1.5
2038;49.5;81.5;-1.8
2040;49.2;79.8;-1.5
2042;49.3;82.6;-1.9
2044;50.2;82.5;-1.5
2046;53;82.2;-1.7
2048;49.8;80.2;-1.9
2050;52.2;79.6;-1
2052;50.2;85.8;-2.3
2054;51.3;83.2;-1.8
2056;49.6;79.8;-1.4
2058;50.3;82.5;-1.9
2060;49.1;79.3;-1.4
2062;50.6;83.4;-1.8
2064;52.2;83.3;-2.1
2066;51.1;80.6;-0.9
2068;50.8;84.7;-2.1
2070;50.6;78.2;-1.7
2072;51.8;84.8;-1.3
2074;50.6;83.7;-1.8
2076;51.7;82.4;-1.7
2078;48.7;80.8;-1.4
2080;50.3;78.5;-1.7
2082;49.3;87.1;-2
2084;51.8;79.8;-1.6
2086;49.1;82.1;-1.5
2088;51.1;81;-2
2090;51.2;81.4;-1.4
2092;49.2;81.1;-1.5
2094;48.7;80.6;-2.1
2096;50.2;83.8;-1.3
2098;50.8;82.9;-1.5
2100;51;80.5;-2.4
2102;49.4;82.5;-1.3
2104;49.1;79.7;-1.9
2106;50.3;80.4;-1.9
2108;49.9;83.1;-1.2
2110;48.8;77.7;-2.4
2112;49;82.8;-1.4
2114;50.8;81.7;-1.3
2116;50.2;83.3;-2.4
2118;53.4;81.4;-1.1
2120;48.8;79.5;-2.1
2122;51;84.9;-1.8
2124;51.6;80.1;-0.9
2126;52.4;83.3;-2.7
2128;52.1;81.6;-1.6
2130;52.5;81.9;-1.3
2132;49.5;82.4;-2.5
2134;49.6;81.9;-0.5
2136;49.8;83.2;-2.2
2138;50.8;77.5;-1.6
2140;50.8;81.8;-0.9
2142;51.5;83;-2.4
2144;49.8;80.4;-1.5
2146;48.5;81.9;-1.4
2148;50.7;83.2;-2.1
2150;50.1;82.6;-2.1
2152;51.8;85.7;-1.5
2154;49.9;82.4;-1.8
2156;51.5;83.7;-1.7
2158;48.9;78.8;-1.1
2160;50;78;-2.3
2162;49.8;85.2;-2
2164;52.6;80.7;-1.5
2166;49.2;81.1;-2.3
2168;50.4;80.6;-1.9
2170;49.7;79.7;-1.3
2172;50.2;82.8;-2
2174;48.7;80.3;-1.7
2176;52.8;85.9;-1.2
2178;51.3;79.1;-2
2180;52.6;82.6;-1.7
2182;48.9;82.9;-1.6
2184;49.8;80.6;-2.2
2186;49.6;83.6;-1.8
2188;49.9;79.8;-1.5
2190;51.4;81.8;-1.8
2192;51;81.2;-1.4
2194;52.7;85.6;-1.8
2196;49.9;83.4;-2
2198;49.6;77.2;-1.5
2200;51;82.2;-1.6
2202;52;84.8;-2
2204;48.9;81.4;-1.5
2206;50.8;83.9;-1.9
2208;50.8;83;-2
2210;50.3;79.6;-1.4
2212;48.9;82.5;-2.3
2214;50.7;82.4;-1.6
2216;49.9;83.7;-1.2
2218;51.4;80.5;-2.2
2220;46.9;78.3;-0.9
2222;50;86.2;-1.7
2224;48;79.7;-1.9
2226;51;82.4;-1
2228;49.7;79.9;-2.6
2230;51;80.4;-1.6
2232;49.2;83.4;-1.4
2234;49.8;82.1;-2.5
2236;49.6;84.9;-1.2
2238;51.1;80.2;-1.4
2240;49.5;82.9;-2.5
2242;50.5;83.8;-0.7
2244;50.3;81.2;-2.3
2246;50.5;84.5;-1.8
2248;51.6;83;-0.9
2250;50.8;83.3;-2.6
2252;49.1;81.5;-1.3
2254;47.5;82.7;-1.5
2256;49.7;83.4;-2.2
2258;48.3;82.3;-1.4
2260;50.5;81.4;-1.8
2262;49.4;87.4;-1.9
2264;50.1;80.4;-1.3
2266;50.5;84.1;-1.7
2268;52.4;84.1;-1.8
2270;50.2;81.9;-1.2
2272;48.4;83;-2
2274;48.8;83.7;-1.9
2276;51.8;88;-1.4
2278;50.2;80.6;-2.2
2280;50.9;81.5;-1.9
2282;49;84.1;-1.3
2284;51.5;82.4;-2.2
2286;50.8;85.8;-1.7
2288;50;79.7;-1.7
2290;49;82.2;-1.6
2292;49.5;85.8;-1.7
2294;49.8;84.2;-1.8
2296;49;85.1;-1.6
2298;50.9;82.5;-1.7
2300;50.7;84;-1.7
2302;51.7;85.1;-2
2304;50.5;83.7;-1.6
2306;51.5;84.8;-0.9
2308;48.1;84.6;-2.5
2310;49.2;80.6;-1.9
2312;50.3;87.5;-1.2
2314;50.8;84.5;-2.3
2316;50.4;85.9;-0.9
2318;51.4;82.2;-1.4
2320;49.4;82.5;-2.2
2322;50.1;87;-1.2
2324;48.7;80.6;-1.6
2326;49.5;85.6;-2
2328;48.8;83.4;-1.1
2330;48.9;82.2;-1.7
2332;48.5;83.9;-1.7
2334;48.4;82;-1.5
2336;49.5;87.6;-1.8
2338;51;81.9;-1.7
2340;51.3;85.4;-1.7
2342;48.7;83.9;-1.1
2344;48.5;82;-1.7
2346;49.7;87.4;-1.9
2348;48.8;83.8;-1.8
2350;49.9;82.4;-1.6
2352;52.4;86.8;-2
2354;49.5;84.7;-1.6
2356;50.9;85.8;-1.2
2358;50.1;83.6;-1.8
2360;49.7;81.4;-1.7
2362;48.9;87;-1.4
2364;50.9;84.2;-1.9
2366;51;86.9;-2
2368;52.9;85.5;-1.5
2370;48.1;80.4;-2.5
2372;52.3;88.7;-1.3
2374;48.5;83.3;-1.5
2376;52.8;87.7;-2.6
2378;48.7;79.1;-1.2
2380;49.7;83.4;-1.9
2382;48.1;86.4;-1.9
2384;50;81.3;-0.9
2386;50.2;86.5;-2
2388;51.7;84.3;-1.5
2390;49.9;83.2;-1.5
2392;51;86.2;-2.2
2394;51.3;87;-1.3
2396;46.8;83.3;-1.6
2398;50.1;84.5;-1.6
2400;48.4;83.5;-1.4
2402;49.7;85.8;-2.2
2404;50.7;85.8;-1.8
2406;48.9;82.7;-1.1
2408;49.3;86.1;-2.1
2410;50.2;81.9;-1.7
2412;48.4;86.3;-1.5
2414;48.8;84.2;-1.9
2416;49.5;87.8;-1.2
2418;49.8;83.6;-1.4
2420;49.4;84.5;-2.1
2422;50.6;89.8;-1.1
2424;49.3;82.9;-2
2426;52.9;89.3;-1.9
2428;51;85.2;-1.1
2430;49.7;82.4;-1.7
2432;49.5;88.6;-1.9
2434;48.1;86;-1.4
2436;48.9;88.8;-2.1
2438;49.1;80.7;-1.5
2440;50;86.1;-1.8
2442;50.9;88.5;-1.6
2444;48.6;84;-1.8
2446;49.4;87.8;-1.6
2448;50.4;85.9;-1.7
2450;49.5;85;-1.5
2452;49;86;-1.9
2454;48.4;86.2;-2
2456;50.2;86.2;-1.5
2458;47.9;83;-1.4
2460;48.5;80.8;-1.5
2462;48.6;87.5;-1.8
2464;49;81.9;-1.7
2466;48.2;84.8;-1.9
2468;47.8;82.5;-1.9
2470;48;84.2;-1.4
2472;49.9;89.8;-1.8
2474;49.8;86.8;-2
2476;50.9;88.8;-1.6
2478;48.9;82.8;-2
2480;49.1;83.9;-1.5
2482;47.2;85.9;-1.5
2484;49.4;83.9;-1.6
2486;48.8;88.1;-1.6
2488;50.2;85.5;-1.5
2490;48.6;84.1;-1.7
2492;49.1;84.1;-1.7
2494;50.7;88.8;-1.4
2496;48.6;86.4;-1.6
2498;49.7;83.1;-1.5
2500;50.6;86.6;-1.3
2502;51.9;88.1;-1.9
2504;47.7;84.7;-1.6
2506;49.3;86;-1.4
2508;48.9;87;-2.4
2510;49.4;81.5;-1
2512;48.1;85.8;-1.8
2514;51.8;84.9;-1.7
2516;48.9;86.4;-1
2518;51.3;83.7;-2.6
2520;48.1;81;-1.4
2522;49.5;88.7;-0.9
2524;49.2;82.9;-2.7
2526;50.3;87.9;-0.9
2528;49;82.8;-2.4
2530;49.8;83.2;-2
2532;49;84.9;-0.6
2534;48.6;84.6;-2.7
2536;48.3;86;-0.9
2538;50.4;82.4;-1.4
2540;49;84.9;-2.6
2542;47.9;85.7;-0.6
2544;50.4;86.7;-2.6
2546;49.2;87.2;-1.5
2548;50.9;84.8;-1
2550;50.6;86.8;-2.6
2552;48.8;85.2;-1.1
2554;49;87.8;-1.7
2556;49.6;86.4;-2.1
2558;47.4;84.3;-1.4
2560;50.6;86;-2.3
2562;48.9;88.5;-1.8
2564;51;85;-1.6
2566;49.2;86.1;-1.6
2568;52.9;86.5;-1.3
2570;49.4;83.8;-2
2572;50.2;86.7;-1.7
2574;50.7;84.4;-1.8
2576;50.7;88.7;-1.6
2578;49;82.4;-1.7
2580;49.2;83.7;-2
2582;48.5;86.7;-1.5
2584;48.8;81.4;-1.5
2586;49;85.5;-1.8
2588;49.9;82.8;-1.3
2590;50.3;84.4;-2
2592;48.2;83.6;-1.5
2594;47.6;83.8;-1.5
2596;47.9;86.9;-2
2598;49.9;83.3;-1.4
2600;49.1;83.6;-1.5
2602;52;86.6;-1.9
2604;51.7;84.9;-1.7
2606;51.5;86;-1.5
2608;50.1;85.4;-1.5
2610;49.4;80.6;-1.5
2612;48.7;85.1;-1.9
2614;50.6;84.9;-1.8
2616;49.8;85.7;-1.4
2618;50.3;81.1;-1.8
2620;48;80.5;-1.9
2622;50.7;87.7;-1.7
2624;48.3;80.9;-1.7
2626;49.7;85.3;-1.5
2628;50.7;84.3;-1.7
2630;49.2;81;-1.7
2632;47.7;84.2;-1.8
2634;49.7;86.8;-2
2636;50.4;86.9;-1.8
2638;51;80;-1.2
2640;50.6;82.7;-1.9
2642;49.7;84;-1.6
2644;51.8;83.9;-1.2
2646;50.8;87.3;-2.1
2648;51.3;84.6;-1.7
2650;50.9;84.7;-1.5
2652;50.1;84.7;-2
2654;49.3;84.7;-1.5
2656;50.3;83.9;-1.6
2658;51;83.6;-2.3
2660;50.5;81.6;-1.3
2662;48.7;86;-2
2664;50.4;82.8;-1.8
2666;49.7;85.3;-1.3
2668;51.8;83.6;-1.8
2670;49.8;82;-1.5
2672;50.5;85.9;-1.5
2674;49;82.4;-2.1
2676;50.7;84.9;-1.2
2678;49.3;79.5;-1.9
2680;50.9;84.1;-2.2
2682;50.5;88.8;-1.1
2684;50.9;83.9;-2
2686;48.6;85.7;-1.7
2688;51.7;85.2;-1.4
2690;50.1;82.3;-2.3
2692;52.5;85.6;-1.2
2694;50.6;83.1;-1.7
2696;50.3;86.7;-2.2
2698;52;82.1;-1.3
2700;51.3;84;-1.5
2702;50.3;84.8;-2
2704;50.6;85.2;-1.3
2706;50.2;82.5;-1.8
2708;48.6;82.4;-1.8
2710;52.3;81;-1.8
2712;49.6;85.3;-1.7
2714;50.8;82.8;-1.9
2716;51.1;86;-1.7
2718;51;80.7;-1.5
2720;49.3;81;-1.6
2722;50;86;-1.8
2724;50.5;79.6;-1.4
2726;53.3;86.3;-1.8
2728;52.9;83.5;-1.7
2730;51.5;80.6;-1.5
2732;50.3;83.6;-1.8
2734;51.9;83.7;-1.6
2736;50.2;87.2;-1.7
2738;50.2;78.3;-2
2740;52.1;84.3;-1.8
2742;53.6;86.4;-2.3
2744;52.1;82.6;-1.2
2746;53.2;86.2;-1.4
2748;53.4;83.6;-2.1
2750;50.6;82;-1.1
2752;51.5;83.2;-2
2754;52.6;83.9;-2
2756;52.6;85.2;-1.2
2758;51.8;84.7;-1.9
2760;53.3;81.4;-1.8
2762;51.8;86.6;-1.6
2764;52.7;81;-1.7
2766;51.9;82.9;-1.9
2768;52.1;81.7;-1.9
2770;50.9;80.8;-1.6
2772;53;88.1;-2
2774;49.7;82.1;-1.6
2776;52.8;87;-1.6
2778;53.6;81.8;-2.3
2780;51.2;80.7;-1.7
2782;50.5;84.9;-1.6
2784;51;80.2;-1.6
2786;50.6;83.8;-1.6
2788;53.3;83.9;-1.8
2790;51.8;82.8;-1.3
2792;51.5;81.8;-1.6
2794;53;85.7;-2.2
2796;52;83.5;-1
2798;52.5;78.7;-1.5
2800;54.8;83.6;-2.2
2802;55.9;87;-1.3
2804;52;82.1;-2.1
2806;53.4;83.1;-2
2808;52.7;85.8;-1.3
2810;52.3;79.9;-2.1
2812;53.7;87.6;-1.4
2814;55.9;85.4;-1.5
2816;53.6;84.9;-1.7
2818;53.5;79;-1
2820;51.7;80;-2
2822;53.3;85.8;-2
2824;53.3;81.9;-1.1
2826;52.8;84.5;-2
2828;50.7;81;-1.8
2830;54.8;83.3;-1.1
2832;53.8;86.2;-2.2
2834;53.1;82.2;-1.7
2836;53.1;85.6;-1.3
2838;53.1;77.5;-1.8
2840;55;84.5;-1.7
2842;52.5;82.7;-1.5
2844;51.5;80.4;-2
2846;52.1;83.7;-1.6
2848;55;83.4;-1.3
2850;54;82.2;-2.1
2852;53.1;80.9;-1.4
2854;54.2;83.9;-1.6
2856;54.1;83.7;-2.2
2858;52.6;81.6;-1.7
2860;53.3;80.9;-1.8
2862;52;86.3;-2
2864;54.6;81.5;-1.7
2866;53.9;84.4;-1.4
2868;57.4;84.5;-1.9
2870;55.7;82.1;-1.4
2872;54.2;83;-1.4
2874;53;80.2;-1.8
2876;56.3;86;-1.5
2878;55.4;81.6;-1.5
2880;56.1;84.6;-1.6
2882;52.9;84.5;-1.7
2884;53.4;81.1;-1.6
2886;55.5;86;-1.7
2888;54.6;80.2;-1.9
2890;55.9;84.3;-1.8
2892;55.5;85;-1.9
2894;53;83.3;-1.4
2896;52.4;84.5;-1.8
2898;54.8;81.9;-1.9
2900;54.6;85.1;-1.6
2902;56.2;87.3;-1.6
2904;54.4;82.6;-1.7
2906;56.1;85;-1.5
2908;53.2;84.3;-1.5
2910;53.8;79.9;-2.3
2912;55.2;86.5;-1.5
2914;54;83.6;-1.5
2916;54.9;87.9;-2.5
2918;54.1;80.5;-1.1
2920;52.9;81.7;-1.8
2922;54.1;85.7;-2.1
2924;52.5;79.3;-1.4
2926;56.2;84.9;-1.7
2928;53.9;81.7;-2.1
2930;54.8;82.2;-1.3
2932;52.1;83.3;-2
2934;55.1;85.9;-1.6
2936;54.5;87.8;-1.4
2938;55.4;81.3;-2.2
2940;55.6;82;-1.4
2942;55.4;84.6;-1.5
2944;54.7;81.5;-2.2
2946;55.2;85.8;-1.4
2948;54.6;81.8;-1.7
2950;56.1;85;-2.2
2952;55.7;85.8;-1.2
2954;53.2;85.8;-1.8
2956;55.7;82.3;-2.2
2958;55.3;82.8;-1.3
2960;54.6;80.7;-2
2962;54.6;85.9;-1.4
2964;55.3;80.9;-1.5
2966;55.4;85.8;-2.3
2968;56.5;85.8;-1.4
2970;51.6;81.4;-1.9
2972;54.6;86.7;-2.3
2974;52.6;82;-1.2
2976;56.1;85.9;-1.7
2978;55.9;81.5;-2.2
2980;54.9;81.5;-1.5
2982;53.1;85;-1.6
2984;54.2;81.5;-2
2986;53.4;84.8;-1.5
2988;56.6;83.9;-1.8
2990;54.7;82.9;-2
2992;54.8;82.1;-1.5
2994;54.4;82.5;-1.6
2996;56.3;86.3;-1.8
2998;57.1;83.3;-1.4
3000;56.3;85.1;-1.9
3002;54.6;84.7;-1.8
3004;55.5;86.5;-1.6
3006;54.9;83.8;-1.8
3008;54.3;84.6;-1.7
3010;57.9;83.5;-1.7
3012;57.1;86.9;-2.1
3014;59.1;86.2;-1.8
3016;56.8;85.7;-1.6
3018;57.2;81.6;-1.6
3020;55.3;82;-1.7
3022;56;86.7;-1.4
3024;54.9;81.7;-2.1
3026;58.8;88.2;-2
3028;56.2;81.5;-1.2
3030;56.1;79.9;-1.8
3032;56.1;84.8;-1.8
3034;55.9;86.5;-1.3
3036;55.7;87.7;-1.6
3038;55.7;80.5;-1.7
3040;54.7;84.4;-1.7
3042;54.9;86.1;-1.7
3044;56.5;83.4;-1.6
3046;55.6;84.9;-1.7
3048;54.1;81.2;-1.7
3050;54.7;80.4;-1.6
3052;55.4;83.5;-1.7
3054;56.4;87.1;-1.9
3056;55.8;85;-1.6
3058;53.8;83.9;-1.6
3060;55.3;80.8;-1.8
3062;55.3;86.6;-1.7
3064;58.7;84.6;-1.9
3066;55.1;83;-1.7
3068;56.3;82.8;-1.6
3070;56.6;84.5;-1.6
3072;55;85.9;-1.6
3074;55.3;85.1;-1.5
3076;55.4;88.8;-2.2
3078;54.7;81.1;-1.5
3080;55.5;82.6;-1.2
3082;54.5;85.3;-2.1
3084;56.3;83;-1.7
3086;54.9;84.6;-1.6
3088;57.1;85.4;-1.9
3090;54.8;82.2;-1.5
3092;55;83;-1.7
3094;54.5;85.7;-1.9
3096;54.5;86.2;-1.2
3098;54.2;79.4;-1.7
3100;57.1;83.3;-2
3102;57.6;86.1;-1.3
3104;54.9;81.8;-1.7
3106;56.1;83;-2
3108;56.1;85.5;-1.1
3110;55.9;80.4;-2.2
3112;54.1;84.4;-1.4
3114;55.9;81.9;-1.6
3116;57.3;85.8;-2.1
3118;57.5;80.2;-1.3
3120;55.4;79.9;-1.3
3122;56.4;85.2;-2.3
3124;55;80.1;-1.5
3126;58.1;85.3;-1.3
3128;54.4;80.6;-2.5
3130;56.5;81.7;-1.3
3132;55.9;84;-1.4
3134;58.3;85.7;-2.3
3136;56.1;83.8;-1.3
3138;58.2;79.6;-1.7
3140;57.4;83.7;-1.9
3142;57.3;85.2;-1.3
3144;57.4;83.1;-2.1
3146;54.5;83.6;-1.6
3148;56.9;83.7;-1.3
3150;56.5;83.6;-2
3152;56.1;82.6;-1.7
3154;57.7;85.7;-1.6
3156;55.9;80.8;-1.7
3158;55.2;80.2;-1.3
3160;55.8;81.3;-1.8
3162;55.2;85.7;-1.6
3164;56;81.6;-1.3
3166;55.3;82.7;-1.8
3168;58.9;84.3;-1.7
3170;55.7;81;-1.4
3172;57.1;82.6;-2.2
3174;58.8;83.7;-1.4
3176;57.7;84.9;-1.2
3178;58.5;82.3;-2.2
3180;57.6;82.7;-1.7
3182;55.5;86.3;-1.7
3184;56.5;82.5;-2
3186;57.1;86.6;-1.5
3188;58.9;84.5;-2
3190;56.5;80.8;-2.1
3192;58.7;84.5;-1.3
3194;58.5;85.8;-1.6
3196;55.7;85;-2.4
3198;57.8;82.5;-1
3200;55.2;82.8;-1.9
3202;58.2;87;-1.7
3204;56.3;83.2;-1.3
3206;57.5;83.5;-1.9
3208;57.1;84.4;-1.6
3210;58.3;82.2;-1.4
3212;55.5;82.4;-1.6
3214;57.2;83.8;-1.7
3216;56.1;83.9;-1.6
3218;58.2;82.6;-1.7
3220;56.2;82.9;-1.9
3222;56.2;85.7;-1.7
3224;56.1;79.3;-1.4
3226;57.6;83.6;-1.7
3228;57.9;80.3;-1.5
3230;56.9;79.7;-1.6
3232;54.9;81.6;-2.2
3234;55.7;80.9;-1.5
3236;57.3;86.5;-1.6
3238;58.4;80.8;-2
3240;56.7;82.4;-1.3
3242;57.2;82.6;-2
3244;56.5;80.2;-1.6
3246;57.1;83.7;-1.3
3248;57.8;82.1;-2
3250;59.1;84.1;-1.5
3252;59.9;85.6;-2.1
3254;55.5;83.9;-2
3256;58.5;86.1;-1
3258;57.6;83.8;-2.1
3260;57.5;81.4;-1.9
3262;56.2;84.3;-1.1
3264;58.4;81.5;-2
3266;58.3;85.7;-1.7
3268;57.8;82.4;-1.3
3270;57.6;83.3;-1.9
3272;58.3;87.2;-1.6
3274;54.8;82.3;-1.5
3276;59.5;88.5;-2
3278;59;79.5;-1.7
3280;59.9;83.6;-1.6
3282;57.1;85.3;-1.7
3284;56.7;80.9;-1.3
3286;56.4;84.6;-1.8
3288;59.4;84.4;-1.9
3290;58.1;83.6;-1.5
3292;57.3;83.7;-2.2
3294;59.3;84.3;-2.1
3296;59;86.8;-1.3
3298;59.9;81.2;-1.7
3300;58.1;81.3;-1.8
3302;59.1;84.6;-1
3304;56.9;81.3;-1.5
3306;58.4;82.8;-2.2
3308;57.3;85.2;-1.4
3310;58.3;80.8;-2.1
3312;57;83.3;-1.8
3314;59.2;82.4;-0.4
3316;58.4;83;-2.5
3318;61.3;81.4;-1.7
3320;58.1;81.7;-1.7
3322;58.3;85.4;-2.4
3324;57.5;79.5;-1.2
3326;59.2;85.6;-1.6
3328;59;82.7;-2
3330;59.8;84.4;-1.2
3332;57.4;83.9;-2.2
3334;56.9;83;-1.8
3336;56.7;85.7;-1
3338;57;78.1;-2.3
3340;56.6;81.4;-1.6
3342;58.5;84.7;-0.9
3344;54.8;81.4;-2.5
3346;56.6;85;-1.4
3348;58.1;84.5;-1.4
3350;55.8;79.6;-2.3
3352;58.4;84.9;-1.3
3354;58.9;86.3;-1.3
3356;57.6;84;-2.5
3358;58;83.5;-1
3360;58.5;82.2;-1.5
3362;55.5;85.7;-1.9
3364;58.2;81.3;-1.5
3366;57.9;86.8;-1.6
3368;58;82.7;-1.3
3370;55.4;79.7;-1.8
3372;57.7;86.5;-1.6
3374;56.3;83.1;-1.4
3376;58.5;87;-2.2
3378;57.8;82.1;-1.3
3380;56;82.6;-2
3382;54.6;85.3;-1.7
3384;56.7;84.8;-1.6
3386;57.1;85.9;-1.9
3388;58.4;83;-1.5
3390;56.9;82;-1.6
3392;56.6;82.1;-1.8
3394;59.2;85.7;-1.8
3396;57.4;85.6;-1.6
3398;58;82.7;-1.5
3400;56.3;82.7;-1.7
3402;57.9;85.6;-1.7
3404;57.2;82.7;-2
3406;58.9;83.6;-1.8
3408;57.5;83.8;-1.8
3410;56.4;80;-1.5
3412;55.9;82.4;-1.6
3414;57.1;82.5;-1.9
3416;57.1;85.8;-1.2
3418;58.7;81.9;-1.5
3420;56.1;80.2;-2.1
3422;56.7;84.6;-1.5
3424;57.5;80.4;-1.7
3426;59;83.7;-1.9
3428;56.7;79.2;-1.6
3430;56.8;78.9;-2.1
3432;55.8;82.9;-2
3434;56.6;83.4;-1.1
3436;57.3;84.6;-1.8
3438;59.4;78.7;-1.8
3440;57.4;80.3;-1.3
3442;56.7;82.2;-1.9
3444;58.2;79.6;-1.4
3446;57.3;82.8;-1.5
3448;57.2;79.8;-2
3450;57.9;82;-0.9
3452;57.1;81.9;-2.2
3454;55.3;82.8;-1.9
3456;57.7;82.1;-0.7
3458;56.1;79.5;-2.7
3460;58.8;80.9;-1.3
3462;57.2;85.5;-1.4
3464;57.8;78.9;-2
3466;57.4;82.6;-1.3
3468;57.3;80.9;-1.8
3470;57.1;81.5;-2.2
3472;56.6;83;-1.4
3474;56;80.1;-1.5
3476;60;85.8;-1.8
3478;56.7;77.6;-1.6
3480;60.3;84;-2
