t;x;y;q
38844;-41.7;38.6;1.2
38846;-43.1;39.3;2.3
38848;-43.9;39;0.5
38850;-42.3;39.2;2.2
38852;-39.8;38.4;2
38854;-41.7;38.4;0.7
38856;-40.8;38.5;2.7
38858;-41.3;38.7;1
38860;-44.6;39.2;1.5
38862;-44.9;38.4;2.4
38864;-43.2;38.5;1.2
38866;-43.9;39;1.6
38868;-45.5;39.2;1.8
38870;-42.2;38.5;1.3
38872;-40.1;38.4;1.7
38874;-41.7;38.5;2
38876;-42.9;39.1;1.3
38878;-41.4;38.8;1.6
38880;-43.1;38.5;1.9
38882;-44.4;38.7;1
38884;-42.3;38.3;2
38886;-43.9;38.6;1.7
38888;-46;38.9;1.1
38890;-42.4;38.4;2.1
38892;-42.7;38.9;1.4
38894;-42.3;38.2;1.6
38896;-42.6;39.1;2
38898;-40.2;38.9;1.2
38900;-41.7;38.1;1.5
38902;-41.8;38.2;1.9
38904;-42.8;39.2;1.4
38906;-43.4;39.1;1.4
38908;-44.4;39.1;1.4
38910;-41.1;39.1;1.2
38912;-40;38.5;1.8
38914;-43.2;39.3;1.3
38916;-41.6;38.7;1.4
38918;-40.7;38.6;1.9
38920;-42.5;38.5;1.7
38922;-42.9;38.6;1.5
38924;-40.4;38.4;1.9
38926;-41.1;38.6;1.6
38928;-43.6;39.3;1.2
38930;-40.2;38.4;2
38932;-38.8;38.5;1.1
38934;-42;39.2;1.5
38936;-40.2;38.8;2.1
38938;-40.9;39.2;1
38940;-42.9;39.1;1.7
38942;-43.4;38.5;2
38944;-43.5;38.8;0.5
38946;-43.6;38.7;2.2
38948;-44.5;38.6;1.9
38950;-42.7;38.5;0.8
38952;-41.4;38.9;2.2
38954;-40.5;38.3;1
38956;-40.7;38.4;0.9
38958;-40.8;38.6;2.4
38960;-43.2;38.9;1.2
38962;-44.2;39.1;1.6
38964;-41.4;38.4;1.9
38966;-42.4;38.4;1.2
38968;-44.1;39.4;1.9
38970;-42.3;39.2;2
38972;-39.8;38.3;0.9
38974;-43.5;39.2;2.3
38976;-42.9;39.3;1.6
38978;-40.8;38.4;0.9
38980;-43.7;39.3;2.2
38982;-43;38.8;1.5
38984;-41.5;38.3;1.9
38986;-43.2;39.3;1.9
38988;-44.3;39;1.1
38990;-42;39.1;1.5
38992;-40.2;38.7;1.8
38994;-42.9;38.8;1.1
38996;-42.2;39.4;2.1
38998;-40.5;38.5;1.6
39000;-43.3;38.5;1.6
39002;-44.6;38.4;2.2
39004;-43;39.1;1.1
39006;-43.6;38.7;1.7
39008;-44.3;38.2;1.7
39010;-40.8;38.4;1.5
39012;-40.4;38.4;2.1
39014;-41;38.2;2
39016;-42.7;39.1;1.5
39018;-41.4;38.6;1.7
39020;-42.3;38.2;1.9
39022;-43.5;38.5;1.3
39024;-42.9;38.8;1.5
39026;-43.4;38.7;1.9
39028;-43.8;38.4;1.8
39030;-41;38.3;1.7
39032;-40.4;38.5;1.7
39034;-41;38.3;1.9
39036;-40.6;38.4;1.4
39038;-39.9;38.6;1.6
39040;-41.3;38.7;1.7
39042;-42.3;38.6;1.7
39044;-40.9;38.5;1.8
39046;-41.4;38.4;1.8
39048;-43.6;38.9;1.6
39050;-41.8;38.8;2
39052;-39.9;38.5;1.6
39054;-40.6;38.1;1.4
39056;-42.2;39.1;2.2
39058;-40.3;38.2;1.6
39060;-43.3;38.8;1.5
39062;-43.8;38.5;2
39064;-43.6;39.3;1.2
39066;-43.4;39.1;1.6
39068;-44.5;39.4;2.3
39070;-41.9;39.1;1.3
39072;-40.9;39.5;1.9
39074;-41.1;38.9;1.7
39076;-40.7;38.9;1.2
39078;-41.3;39.3;1.7
39080;-42.4;39.3;1.8
39082;-42.4;38.6;1.3
39084;-41.1;38.7;1.9
39086;-43.9;39.1;1.9
39088;-43.7;38.8;1.4
39090;-40.6;38.7;1.7
39092;-40.5;38.7;1.8
39094;-41.4;38.7;1.6
39096;-40.3;38.9;1.4
39098;-38.1;38.4;1.4
39100;-42.1;39.2;1.8
39102;-43.4;39.4;1.7
39104;-40.8;38.6;1.7
39106;-42.9;38.8;2
39108;-44.4;38.7;1.7
39110;-40.5;38.2;1.7
39112;-39.7;38.1;1.6
39114;-41;38.1;1.9
39116;-42.7;38.9;1.7
39118;-40.8;38.2;1.2
39120;-42.2;38.1;2.3
39122;-44;38.3;1.3
39124;-42.5;39.1;1.4
39126;-41.5;38.2;2.2
39128;-41.8;38.4;1.3
39130;-39.6;38.4;0.9
39132;-38.7;38.4;2.3
39134;-40.8;38.6;1.2
39136;-41.6;39.1;1.6
39138;-41;38.6;2.3
39140;-41.1;38.2;0.9
39142;-43.8;38.9;1.6
39144;-42.9;39;1.9
39146;-42.3;38.4;0.9
39148;-44.8;38.9;2
39150;-41;38.6;1.9
39152;-38.8;38.5;0.8
39154;-40.4;38.5;2.5
39156;-39;38.3;1.2
39158;-39.5;38.4;1.5
39160;-41.7;38.7;2.3
39162;-42.8;38.8;0.6
39164;-42.1;39;2
39166;-41.5;38.3;1.6
39168;-44;39;1
39170;-40.1;38.4;2.3
39172;-40.1;38.6;1.2
39174;-42.5;38.9;1.1
39176;-42.3;39.1;2.4
39178;-41;38.8;1
39180;-43.1;39.2;1.6
39182;-42.8;38.3;2.5
39184;-42.4;38.9;0.9
39186;-42.8;38.6;1.6
39188;-42.8;38.3;2.3
39190;-40.1;38.2;0.9
39192;-41.3;38.7;1.9
39194;-41.8;38.4;1.9
39196;-41.9;38.3;0.8
39198;-41.6;38.8;2.4
39200;-43.9;38.6;1
39202;-43.7;38.5;1.6
39204;-41.3;38.4;2
39206;-43;38.9;0.6
39208;-44.1;38.9;2
39210;-39.3;38.4;1.9
39212;-38.7;38.6;1.1
39214;-39.9;38.5;2.7
39216;-40.2;38.5;0.9
39218;-38.4;38.6;1.2
39220;-40.6;38.4;2.5
39222;-42.9;39.2;0.7
39224;-42.5;39.2;2.2
39226;-42.5;39;1.7
39228;-44.8;39.4;0.5
39230;-41.2;38.5;2.8
39232;-40.6;38.6;0.9
39234;-43;39.4;0.9
39236;-42.5;39;2.7
39238;-40.2;38.5;0.3
39240;-42.2;38.9;2.1
39242;-42.4;38.6;2.1
39244;-42.4;39.3;0.9
39246;-42.3;39;2
39248;-43.1;38.8;0.7
39250;-42.6;39.2;1.8
39252;-40.4;38.6;2
39254;-41.6;38.5;0.9
39256;-41.8;38.8;1.9
39258;-41.9;39.4;1.4
39260;-44.1;39.2;1.5
39262;-45.4;39.2;2
39264;-43.3;39.1;1.2
39266;-42.9;39;1.7
39268;-44.5;39.1;2.4
39270;-41.2;39;0.8
39272;-39.7;38.4;1.4
39274;-40.8;38.2;2.3
39276;-40.4;38.8;0.8
39278;-41.5;39.1;2.2
39280;-42.5;38.3;1.9
39282;-43.4;38.6;1
39284;-41.9;38.6;2.6
39286;-43;38;1
39288;-45.5;39;1.3
39290;-42.3;38.6;2.4
39292;-41.3;38.5;0.9
39294;-41.5;38.4;1.9
39296;-42.4;38.9;2.1
39298;-41.3;39.3;0.8
39300;-43.3;39.1;2.3
39302;-42.5;38.4;1.5
39304;-40.8;38.5;0.8
39306;-43.2;39.2;2.4
39308;-43.2;38.7;1.2
39310;-41.6;39.4;1.7
39312;-39.7;38.5;1.8
39314;-41.8;38.6;1.1
39316;-41.9;39;1.9
39318;-42.4;39.1;1.5
39320;-42.8;38.6;0.9
39322;-45.1;39.4;2.2
39324;-42.7;39;1.4
39326;-43;38.9;1.1
39328;-42.7;38.5;2.2
39330;-40.2;38.4;0.9
39332;-38.7;38.5;1.7
39334;-40.2;38.4;2.5
39336;-41.6;39.1;0.7
39338;-40;38.4;2.1
39340;-42.3;38.6;1.7
39342;-43.1;38.5;1.4
39344;-43.2;39;2.6
39346;-43.5;38.9;1.3
39348;-44.2;38.4;1.3
39350;-41.1;38.4;2.5
39352;-39.5;38.1;1.1
39354;-42.7;38.9;1.6
39356;-40.5;38.2;2.1
39358;-41.4;39.1;0.6
39360;-42.4;38.7;2.3
39362;-42.8;38.3;2
39364;-41.7;38.6;0.9
39366;-41.8;38;2.4
39368;-43;38.9;1.2
39370;-42.3;39.2;1.3
39372;-41.3;39.3;2.6
39374;-41.2;38.2;0.5
39376;-41.6;38.5;2.3
39378;-41.7;39;1.6
39380;-42.2;38.8;1.1
39382;-43.7;38.4;2.7
39384;-41;38.2;1.2
39386;-43.1;38.9;1.9
39388;-44.1;38.9;2.1
39390;-41.7;39.1;0.9
39392;-39;38.6;2.4
39394;-40.6;38.3;1.1
39396;-41.6;39;1.1
39398;-40;39.1;2.3
39400;-43.4;38.9;1.3
39402;-43.1;38.5;2
39404;-41.4;38.5;1.6
39406;-41.6;38.6;0.9
39408;-42.6;38.5;2.5
39410;-39.9;38.5;1.3
39412;-38.2;38.6;1.2
39414;-39.8;38.4;2.5
39416;-39.9;38.5;0.7
39418;-40.3;39;1.9
39420;-42.7;39.3;1.8
39422;-41.9;38.4;0.7
39424;-41.4;38.7;2.3
39426;-43.3;38.8;1.2
39428;-43.8;38.6;1.7
39430;-41.7;38.8;2.3
39432;-41.6;39;1.1
39434;-41.8;38.6;1.9
39436;-42.8;38.9;1.6
39438;-41.7;38.3;1.5
39440;-42.8;38.5;2.4
39442;-44.2;38.9;1.1
39444;-42.3;38.7;1.6
39446;-41.8;38.8;2.5
39448;-41.6;38.1;1
39450;-41.3;38.5;1.6
39452;-38.9;38.2;1.6
39454;-42.1;38.9;0.9
39456;-41.6;39.1;1.9
39458;-41.3;39.1;1.5
39460;-42.9;38.7;1.2
39462;-42.9;38.7;2.3
39464;-43;39.1;1.5
39466;-42.2;38.8;1.5
39468;-43.2;38.6;1.9
39470;-41.3;38.9;0.9
39472;-39.2;38.4;1.9
39474;-40.8;38.3;1.6
39476;-41.7;39;0.9
39478;-41.8;39.4;2.6
39480;-42;38.4;0.9
39482;-43.9;38.7;1.6
39484;-41.2;38.5;2.3
39486;-42.7;38.6;0.8
39488;-43.2;38.3;1.8
39490;-41.8;38.5;1.8
39492;-39.9;38.4;1.1
39494;-41.8;38.6;2
39496;-40.1;38.4;1.7
39498;-40.5;38.9;1
39500;-42.6;39.2;2.4
39502;-42.2;39;1
39504;-41.7;38.9;1.7
39506;-42.9;39.1;2.3
39508;-44;38.8;0.7
39510;-40.5;38.7;1.3
39512;-39.2;38.9;2.3
39514;-40.8;38.6;1
39516;-41.5;38.9;2.2
39518;-39.3;38.5;1.6
39520;-42.9;39.2;1
39522;-42.3;38.3;2.3
39524;-40.4;38.5;1.1
39526;-40.7;38.7;1.9
39528;-41.6;38.4;1.8
39530;-40.5;38.5;1.4
39532;-37.7;38.4;1.8
39534;-39.6;38.5;1.5
39536;-39;38.1;1.4
39538;-39.3;38.6;2
39540;-40.7;38.3;1.5
39542;-43.6;38.9;1.4
39544;-42.8;38.9;2.1
39546;-42.8;38.6;1.2
39548;-42.8;38;1.5
39550;-40.4;38.2;2.2
39552;-40.7;38.9;1.3
39554;-40.3;38.8;1.7
39556;-39.9;38.6;2.1
39558;-39.5;38.7;1.4
39560;-40.8;38.4;1.6
39562;-41.5;38.4;1.9
39564;-42.1;39;1.3
39566;-41.8;39.1;1.5
39568;-42.2;39.2;1.9
39570;-40.7;38.9;1.4
39572;-39.6;38.6;1.3
39574;-42.3;39;1.9
39576;-41.2;38.7;2
39578;-40.1;38.5;1.4
39580;-42.3;38.7;1.2
39582;-43.7;39;1.9
39584;-42.4;38.9;1.4
39586;-42.1;38.3;1.8
39588;-44.3;38.9;2.1
39590;-41.2;38.6;1.1
39592;-39.8;38.2;1.9
39594;-41.7;38.6;2.4
39596;-41.1;38.6;1
39598;-41.2;39;1.8
39600;-43.3;38.9;2.2
39602;-43;38.1;0.7
39604;-41.7;38.5;1.9
39606;-42.1;38.1;2.3
39608;-43.5;38.7;0.8
39610;-41.6;38.6;2.1
39612;-39.3;38.3;1.6
39614;-40.6;38.5;1.1
39616;-41.2;38.3;1.8
39618;-40.1;38.7;1.4
39620;-41.4;38.4;1.5
39622;-42.6;38;2
39624;-40;38.4;1.3
39626;-42.8;39;1.5
39628;-44.1;38.7;1.9
39630;-41.9;39.2;1.8
39632;-40.1;38.9;1.9
39634;-40.5;38.5;1.8
39636;-40.5;38.6;1
39638;-40.5;38.5;2
39640;-40.3;38.7;1.1
39642;-41.3;38.3;1.3
39644;-40.2;38.5;2.4
39646;-41.7;39;0.9
39648;-40.8;38.1;1.5
39650;-39.5;38.3;2.3
39652;-39.8;38.6;0.8
39654;-41.1;39;2.1
39656;-40.9;39.2;1.9
39658;-39.5;38.4;0.5
39660;-41.9;38.8;2.6
39662;-42.8;39.2;1.4
39664;-41.4;38.6;0.8
39666;-42.6;39.1;1.8
39668;-41.8;38.8;1.5
39670;-41.1;38.6;1.6
39672;-40;39.2;1.6
39674;-39.8;38.3;1.7
39676;-40.6;39;1.4
39678;-38.6;38.1;1.8
39680;-42;38.5;1.4
39682;-42;38.5;1.4
39684;-41.8;38.9;2.2
39686;-41.6;38.4;1.6
39688;-43.7;38.7;1.4
39690;-40.9;38.6;2.2
39692;-39.1;38.6;1
39694;-39.6;38.1;1.6
39696;-39.4;38.1;1.9
39698;-38.3;38.3;1.4
39700;-40.4;38.4;1.6
39702;-40.3;38.3;1.9
39704;-39.7;38.1;1.1
39706;-40.8;38.4;1.4
39708;-43.5;38.7;1.9
39710;-39.3;38.1;1.1
39712;-38.5;38;1.2
39714;-40.7;38.5;2
39716;-41.3;38.9;1.3
39718;-40.4;39;1.7
39720;-41.4;38.4;1.9
39722;-42.8;38.5;1.5
39724;-40.1;38.6;1.3
39726;-40.8;38.9;2.3
39728;-42.8;38.9;1.7
39730;-39.3;38.7;1.5
39732;-37.9;38.5;1.9
39734;-40.7;39.1;1.2
39736;-39.2;38.6;1.7
39738;-37.9;38.6;2
39740;-41.1;38.9;1.2
39742;-41.3;38.6;1.4
39744;-40.2;38.3;1.7
39746;-42.8;38.8;1.4
39748;-43.9;38.7;1.9
39750;-41.4;38.8;2
39752;-37.6;38.4;1.2
39754;-39.4;38.4;1.9
39756;-38.9;38.2;1.8
39758;-38;38.3;1.2
39760;-41.3;38.4;1.8
39762;-41.1;38;1.9
39764;-39.6;38;0.7
39766;-40.9;38.5;1.8
39768;-41.6;38;2
39770;-39.8;38.4;0.9
39772;-39.2;39.1;1.6
39774;-41.1;38.4;2.3
39776;-40.2;38.5;0.9
39778;-40.6;38.9;2.4
39780;-42.5;39.2;1.8
39782;-40.9;38.5;1
39784;-41.3;39.2;2.7
39786;-40.6;38.6;1.2
39788;-42.5;38.3;1.1
39790;-39;38.6;2.3
39792;-39.8;38.6;0.9
39794;-41.4;39.2;1.7
39796;-39.5;38.6;2.2
39798;-40.6;39.2;0.7
39800;-42.9;39.2;2
39802;-44;39.1;1.8
39804;-40.9;38.8;1.1
39806;-42.1;39;2.2
39808;-43.4;39.1;1.5
39810;-40.5;38.9;0.9
39812;-38.7;38.8;2
39814;-40.3;38.6;1.8
39816;-39.7;38.6;1.1
39818;-39.1;39.1;1.9
39820;-40.2;38.6;1.6
39822;-42.5;38.5;1.2
39824;-40.5;38.2;2.1
39826;-42.9;38.8;1.1
39828;-44.5;38.7;1.8
39830;-41.6;38.3;1.7
39832;-40.1;38.1;1.1
39834;-41.2;38.4;2.6
39836;-42;38.6;1.1
39838;-40.9;38.8;1.4
39840;-40.9;38.4;2.5
39842;-43.2;38.7;0.9
39844;-40.3;38.5;1.9
39846;-42.5;39.1;1.8
39848;-41.8;38.5;1.1
39850;-41.7;39.5;2.4
39852;-40.8;39.2;0.9
39854;-40.9;38.8;2
39856;-41.8;39.2;2
39858;-40.5;38.8;0.7
39860;-43.7;39.3;2.5
39862;-42.8;38.6;1.2
39864;-42.2;38.7;1.3
39866;-42.8;38.9;2.4
39868;-43.9;39.2;0.9
39870;-40.8;38.9;2.2
39872;-39;39;1.6
39874;-41.5;39.4;0.8
39876;-39.8;38.7;2.1
39878;-39.5;38.7;1.2
39880;-41.2;38.6;1.4
39882;-42.3;38.6;2.2
39884;-41.4;38.5;0.9
39886;-41.9;38.6;1.8
39888;-44.5;39.2;2
39890;-42;39.1;0.9
39892;-39.3;38.4;2.3
39894;-42.5;38.7;1.5
39896;-39.8;38.4;1.4
39898;-39.2;38.4;2
39900;-42.3;39;1.5
39902;-41.6;38.5;1
39904;-39.9;38.3;2.1
39906;-40.8;38.4;1.5
39908;-43.6;39;1.6
39910;-40.9;39.1;2
39912;-38.8;38.5;1.4
39914;-40.5;38.3;1.8
39916;-41.5;38.9;2.1
39918;-39.9;39.1;1.5
39920;-41.8;38.4;1.6
39922;-43.5;38.8;1.9
39924;-40.1;38.6;1.2
39926;-41.4;38.9;1.7
39928;-43.3;39.2;1.9
39930;-40.8;39.1;1.2
39932;-38.7;38.4;1.7
39934;-40.4;38.7;1.9
39936;-41.2;38.6;1.8
39938;-40.4;39.1;1.8
39940;-40.6;39;1.8
39942;-43;38.5;1.2
39944;-40.9;38.5;1.5
39946;-43.6;38.9;1.9
39948;-45.1;39.1;1.5
39950;-41.9;38.5;1.8
39952;-40.9;38.7;2
39954;-41.9;38.7;1.1
39956;-40.6;38.4;1.7
39958;-40.3;38.4;1.9
39960;-42.1;38.4;1.1
39962;-43.9;39;1.6
39964;-41.2;38.8;1.6
39966;-42.4;38.5;1.5
39968;-42.5;38.3;2
39970;-40.4;38.3;1.5
39972;-41.4;38.9;1.3
39974;-41.7;38.4;2.3
39976;-42.2;39.4;1.4
39978;-41.5;39.3;1.6
39980;-41.1;38.4;2.1
39982;-43.2;39;1.1
39984;-41.6;39.2;1.6
39986;-42.6;39.3;2.3
39988;-41.5;38.3;0.8
39990;-39.9;38.7;2.3
39992;-39.1;38.8;1.7
39994;-41.6;39;1.4
39996;-39.8;38.4;2.4
39998;-40.8;39.2;1
40000;-42;38.6;1.6
40002;-44.6;39.1;2.5
40004;-41.1;38.5;0.8
40006;-41.4;38.4;2.4
40008;-43.8;39.1;2
40010;-40.9;39;0.8
40012;-37.4;38.3;2.6
40014;-41.2;38.9;1.5
40016;-41.1;39.3;1.3
40018;-38.9;38.5;2.4
40020;-40.9;38.3;1.4
40022;-42.1;38.6;1.2
40024;-41;38.5;1.9
40026;-43;38.8;1.3
40028;-43.5;38.6;1.7
40030;-41.1;38.4;1.2
40032;-39.7;38.5;1.2
40034;-41.5;38.6;2
40036;-41.7;38.7;1.1
40038;-40.7;39.1;1.6
40040;-41.6;39;1.9
40042;-41.8;38.7;0.9
40044;-41.6;39.1;2.1
40046;-41.6;39.3;1.8
40048;-41.1;38.6;0.9
40050;-41.1;39.1;2.3
40052;-37.8;38.5;1.5
40054;-39.3;38.4;1.7
40056;-41.1;39.5;2.5
40058;-39.8;38.6;1
40060;-41.7;38.5;1.6
40062;-41.9;38.6;1.9
40064;-41.1;38.5;0.8
40066;-41.5;38.7;1.8
40068;-43.2;39;1.8
40070;-39.8;38.7;1.3
40072;-39.8;38.9;2.1
40074;-40;38.4;1.6
40076;-40.6;38.9;1.5
40078;-38.8;38.2;1.7
40080;-42.5;39.1;1.1
40082;-43.3;39;1.9
40084;-41.8;38.8;1.3
40086;-42.5;38.9;1.3
40088;-42.6;38.5;2.2
40090;-40.7;38.8;1
40092;-39.5;38.4;1.6
40094;-40;38;2.1
40096;-39.4;38.5;1
40098;-39.4;38.8;1.9
40100;-39.5;38.1;1.6
40102;-40.3;38.2;1
40104;-40.7;38.8;2.3
40106;-41.4;38.5;1.3
40108;-42.8;38.6;1.1
40110;-40.4;38.6;2.2
40112;-38.6;38.2;1.1
40114;-40.1;38.4;1.9
40116;-40.2;38.6;1.9
40118;-39.1;38.3;0.9
40120;-40.6;38.2;2.3
40122;-41.6;38.4;1.3
40124;-39.3;38.2;1.2
40126;-39.3;38.4;2
40128;-41.6;38.8;0.9
40130;-38.1;38.2;1.6
40132;-37;38.2;1.9
40134;-39.3;39.1;1
40136;-39.9;38.9;1.8
40138;-39.3;39.1;2
40140;-39;38.5;1
40142;-41.1;38.5;1.9
40144;-41.8;39.2;1.6
40146;-41.4;38.7;1.4
40148;-43.8;39.3;1.9
40150;-41.4;39.2;1
40152;-39.8;39.1;1.7
40154;-38.6;38.4;1.9
40156;-38.9;38.5;1.5
40158;-39.2;39.1;1.7
40160;-41;38.6;1.5
40162;-40.6;38.5;1.8
40164;-39;38.4;1.9
40166;-41.3;39.2;1.4
40168;-42.1;39.1;2.2
40170;-39.7;38.7;1.6
40172;-38.8;38.5;1.6
40174;-39.4;38.2;1.8
40176;-40.8;38.9;1.6
40178;-38.2;37.9;1.6
40180;-40;38.1;1.8
40182;-41.7;38.5;1.1
40184;-40.7;38.8;1.9
40186;-41.1;38.4;1.5
40188;-43;38.8;1.2
40190;-40.2;38.8;2.1
40192;-39.9;39;2
40194;-41.6;38.8;1.2
40196;-40.5;39;1.8
40198;-39.4;38.8;1.5
40200;-43;39;1.4
40202;-44.1;38.8;2
40204;-42.2;39;2
40206;-41.4;38.8;1.8
40208;-41.6;38.4;1.5
40210;-40.3;39;1.7
40212;-37.6;38.2;1.3
40214;-39.3;38.4;2.1
40216;-40.5;38.8;1.3
40218;-39.6;38.9;1.1
40220;-40.2;38.1;2.4
40222;-40.9;38.2;1.1
40224;-40.2;38.6;1.8
40226;-42.1;39.1;2.2
40228;-43.6;39.1;0.9
40230;-39.8;38.5;1.8
40232;-39.6;38.9;1.9
40234;-40;38.5;1
40236;-40.3;38.6;2.6
40238;-38.7;38.4;1.1
40240;-40.1;38.3;0.8
40242;-40.3;38.1;2.4
40244;-39;38.1;0.7
40246;-40.5;38.9;2
40248;-41.6;39;2.2
40250;-39.6;39.2;0.7
40252;-37.6;38.6;2.4
40254;-39.3;38.4;1
40256;-39.9;39.1;1.5
40258;-39.7;39.3;2.5
40260;-41.1;39;0.4
40262;-42.9;39.1;1.8
40264;-41.9;38.9;2.1
40266;-42.1;39.2;0.3
40268;-41.8;39.1;2.3
40270;-39.8;38.7;1.7
40272;-37.8;38.5;0.8
40274;-40.2;38.8;2.3
40276;-39.9;38.9;1.9
40278;-39.3;38.7;1.4
40280;-41.3;38.3;1.9
40282;-41.2;38.5;1.2
40284;-41.5;39.3;1.8
40286;-41.3;38.4;1.4
40288;-43.2;39;0.9
40290;-40.2;38.7;2.4
40292;-38.2;38.5;1.2
40294;-39;38.1;1.8
40296;-39.5;38.9;2.4
40298;-37.4;38.2;0.6
40300;-39.6;38.3;2.2
40302;-41.8;38.8;1.5
40304;-39.8;38.1;0.7
40306;-41.2;38.9;2.8
40308;-42.4;38.5;1.1
40310;-40.1;38.6;1.4
40312;-38.5;38.4;2.1
40314;-40.8;38.7;0.8
40316;-41.8;39.3;2.7
40318;-39.9;38.5;1.5
40320;-41.8;38.4;1
40322;-43.1;38.8;2.9
40324;-41.5;39;0.6
40326;-40.7;38.9;2.3
40328;-40.8;38.3;1.5
40330;-38.9;38.4;0.6
40332;-37.8;38.3;2.7
40334;-38.5;38.5;1
40336;-39.4;38.8;2
40338;-39.3;38.9;2.1
40340;-40.2;38.4;0.9
40342;-42.3;38.9;2.8
40344;-41.5;38.5;1.4
40346;-40.7;38.3;0.9
40348;-42.8;38.7;2.8
40350;-40.6;38.8;0.7
40352;-37.4;38.2;1.8
40354;-39.1;38.1;2.1
40356;-37.9;38.4;1
40358;-39.4;38.7;2.1
40360;-40.8;38.7;1.8
40362;-40.3;38;1
40364;-39.5;38.2;1.8
40366;-41;38.7;1.7
40368;-42.5;38.8;1.1
40370;-38.8;38.2;1.6
40372;-38.5;38.4;1.4
40374;-39.2;38.6;1.7
40376;-39.5;38.4;2.1
40378;-39.9;39.1;1.4
40380;-39.4;38.6;1.4
40382;-39.8;38.2;1.7
40384;-40.1;39;1.5
40386;-39.3;38.2;1.2
40388;-42.5;39.1;1.9
40390;-38.9;38.8;1.7
40392;-39.2;39.1;1
40394;-39;38.2;1.9
40396;-39.3;38.5;1.4
40398;-39.2;38.9;1.5
40400;-41.5;38.4;2.3
40402;-42.8;38.2;1.2
40404;-40;38.5;1.8
40406;-41.3;39;1.8
40408;-41.1;38.2;1.3
40410;-39.3;39;1.8
40412;-36.1;38.4;1.5
40414;-39.7;38.6;1.3
40416;-39.2;39.1;2.4
40418;-36.8;38.4;1.2
40420;-39.3;38.7;1.6
40422;-41.5;38.4;2.1
40424;-39.4;38.2;0.9
40426;-41.3;38.8;2.2
40428;-40.7;38.2;1.6
40430;-40;38.8;1.1
40432;-38.5;38.6;2.7
40434;-40.1;38.5;1.1
40436;-40;39.1;1.3
40438;-38.1;38.4;2.3
40440;-40.7;38.9;0.5
40442;-40.5;38.4;2.1
40444;-39.2;38.4;2
40446;-40.3;38.6;0.8
40448;-40.2;38.1;2.7
40450;-40;38.8;1.1
40452;-38.1;38.1;1.4
40454;-40.4;39;2.6
40456;-39.7;38.6;0.7
40458;-40;38.8;2.4
40460;-42.1;38.9;1.8
40462;-41.4;38.2;1.2
40464;-41.2;39;2.6
40466;-41.9;39;0.9
40468;-41.3;38.6;2
40470;-38.2;38.5;2.1
40472;-37.2;38.4;0.6
40474;-40.1;39.1;2.4
40476;-39.2;38.6;1.8
40478;-39.4;38.7;0.9
40480;-40.6;38.2;2.3
40482;-41.2;38.6;1.2
40484;-39.5;38.5;1.6
40486;-40.8;38.8;2.1
40488;-43;39;0.7
40490;-39.2;38.5;2.2
40492;-37.4;38.3;1.9
40494;-39.8;38.5;0.7
40496;-39.7;39;3
40498;-38.4;39.1;1
40500;-40.2;38.6;1
40502;-40;38.2;3.4
40504;-39;38.2;-0.3
40506;-41.1;38.4;2.1
40508;-42.3;38.1;2
40510;-41.2;38.9;0.2
40512;-38.9;39.1;3.3
40514;-40;38.4;0.7
40516;-41.5;39.1;1.8
40518;-40;38.6;2
40520;-41.8;38.6;0.7
40522;-42;38.3;2.5
40524;-40.3;38.3;1.3
40526;-41.2;39;1.2
40528;-42.6;38.9;2.7
40530;-38.9;38.3;0.8
40532;-38.8;38.8;1.8
40534;-40.6;39;2
40536;-39.6;38.6;0.9
40538;-37.9;38.2;2
40540;-39.7;38.4;1.7
40542;-41.3;38.3;1
40544;-41.6;38.9;2.2
40546;-40.7;38.4;1.7
40548;-43.3;38.4;1.1
40550;-39.2;38.2;2.3
40552;-38.5;38.9;1.1
40554;-40.4;39;2.4
40556;-39.2;38.4;2
40558;-40;38.8;1.1
40560;-41.8;39.1;2.2
40562;-41.5;38.6;1.4
40564;-39.9;38.2;1.4
40566;-40.5;38.4;2.4
40568;-41.8;38.4;1
40570;-39.3;38.4;1.5
40572;-38.6;38.4;2.1
40574;-40.1;38.2;1
40576;-39.4;38.2;2.1
40578;-39.7;38.6;1.6
40580;-41.6;39.1;1.4
40582;-42.2;38.9;2.2
40584;-40.6;38.7;1.3
40586;-41.4;38.9;1.9
40588;-41.9;39;2
40590;-40;38.8;0.8
40592;-38;38.1;1.9
40594;-39.8;38.4;1.8
40596;-39;38.2;1.3
40598;-39.9;38.9;2.1
40600;-41.4;38.5;1.5
40602;-43.3;39.2;1.3
40604;-39.9;38.4;2.1
40606;-40.3;38.8;1.1
40608;-40.9;38.4;1.6
40610;-39.4;39;2.3
40612;-37.1;38.7;1
40614;-38.1;38.2;1.9
40616;-37.6;38.4;1.6
40618;-37.5;38.5;0.9
40620;-38.9;38.4;2.3
40622;-40.6;38.4;0.9
40624;-39.9;38.5;1.4
40626;-41.5;39.4;2.9
40628;-42.4;38.2;0.8
40630;-40.4;38.5;1.8
40632;-40.5;39.1;2
40634;-40.4;38.1;0.8
40636;-41.3;38.9;2.5
40638;-38.8;38;1.3
40640;-41.9;38.6;1.5
40642;-40.9;38;2.6
40644;-41.2;38.8;1.4
40646;-41.4;38.8;0.9
40648;-41.1;38.2;2.1
40650;-40.4;39;1.1
40652;-37.7;38.3;1.9
