t;x;y;q
49362;-15;-39.3;1.8
49364;-14.9;-39.2;1.5
49366;-15.3;-39.9;2.1
49368;-15.4;-40.3;1.9
49370;-15.2;-40.2;1.6
49372;-15;-40.3;1.9
49374;-15;-40.5;1.7
49376;-15.4;-40.8;1.8
49378;-14.9;-40.8;2.3
49380;-15;-40.8;1.9
49382;-15.4;-40.9;1.1
49384;-14.9;-40.8;2.1
49386;-15.1;-41.4;1.8
49388;-14.8;-41;1.5
49390;-14.9;-41.4;2.1
49392;-14.9;-41.1;1.7
49394;-15;-41.3;1.7
49396;-15.1;-41.6;1.9
49398;-14.9;-41.5;1.6
49400;-15.2;-42.3;1.1
49402;-14.6;-41.7;1.9
49404;-14.8;-41.6;1.7
49406;-14.8;-42.4;1.2
49408;-15;-42.3;1.8
49410;-14.6;-42.2;1.3
49412;-14.8;-42.6;1.7
49414;-14.6;-42.7;1.7
49416;-15;-43.2;1.5
49418;-15.1;-43.8;1.3
49420;-14.7;-42.9;2
49422;-14.7;-44.1;1.7
49424;-14.9;-44.4;1.4
49426;-14.8;-44;1.7
49428;-14.7;-43.4;1.7
49430;-14.6;-43.8;1.3
49432;-14.6;-44;2.1
49434;-14.5;-44;1.6
49436;-14.6;-45;1.1
49438;-14.5;-44.5;2.2
49440;-14.9;-45.1;1.6
49442;-14.9;-45.6;1.1
49444;-14.9;-45.4;2
49446;-14.4;-45.1;1.7
49448;-14.9;-45.7;1.6
49450;-14.6;-45;1.7
49452;-14.4;-45;1.2
49454;-14.4;-45;1.6
49456;-14.9;-46.1;1.7
49458;-14.8;-46.2;1.3
49460;-14.6;-46.6;1.4
49462;-14.4;-46.1;1.8
49464;-14.6;-45.8;0.9
49466;-14.4;-46.7;1.9
49468;-14.8;-47.5;1.6
49470;-14.7;-48.1;1
49472;-14.2;-46.9;1.6
49474;-14.4;-47.3;1.8
49476;-14.4;-47.6;1.4
49478;-14.7;-48.1;1.2
49480;-14.1;-47.2;1.6
49482;-14.4;-47.9;1.6
49484;-14.2;-47.4;1.7
49486;-14.4;-49.1;1.9
49488;-14.4;-48.5;1.6
49490;-14.4;-48.2;1.7
49492;-14.3;-48.1;1.4
49494;-14.2;-47.8;1
49496;-14.5;-49.1;1.8
49498;-14.5;-49.2;1.3
49500;-14.5;-49.2;1.2
49502;-14.2;-48.6;2.2
49504;-14.1;-49.5;1.4
49506;-14.1;-48.9;1
49508;-14.4;-49.4;1.9
49510;-14.4;-49.9;1.3
49512;-14.2;-49.1;1.6
49514;-14.1;-50;1.9
49516;-14;-48.5;1.5
49518;-14.5;-49.2;1.4
49520;-14.5;-49.6;1.6
49522;-14.1;-48.4;1.6
49524;-14.3;-48.1;1.2
49526;-14.1;-47.4;1.8
49528;-14;-46.3;1.4
49530;-14;-47.5;1.2
49532;-14.1;-46.6;2.1
49534;-14.2;-47.6;1.3
49536;-14;-47.4;1.4
49538;-14.2;-47.7;1.8
49540;-14.2;-46.5;1.5
49542;-14.3;-48.9;1.3
49544;-14;-47.2;2
49546;-13.9;-47.8;1.8
49548;-14;-48.9;1.3
49550;-14.3;-49.3;2.1
49552;-13.8;-50.4;1.4
49554;-13.8;-50.2;1.4
49556;-13.7;-50.8;2.3
49558;-14;-50.3;1.3
49560;-13.7;-50.8;1.3
49562;-13.7;-49.8;1.8
49564;-13.9;-51.1;1.3
49566;-14;-50.6;1.4
49568;-14;-51.8;1.6
49570;-14;-50.8;1.3
49572;-13.9;-51.4;1.5
49574;-13.8;-49.5;1.6
49576;-13.7;-49.7;1.3
49578;-13.7;-48.4;1.7
49580;-13.8;-47.6;1.7
49582;-13.5;-45.3;1.1
49584;-13.5;-44.8;1.9
49586;-13.8;-44.8;1.9
49588;-13.9;-43.5;1.1
49590;-13.7;-43.7;1.8
49592;-13.5;-41;1.8
49594;-13.7;-41.5;1
49596;-14.2;-42.3;1.7
49598;-14;-42.1;1.9
49600;-13.7;-42.5;1.2
49602;-13.6;-43.1;1.1
49604;-13.5;-42.4;1.8
49606;-13.9;-44.8;1
49608;-13.6;-47.3;1.1
49610;-13.8;-46.7;1.5
49612;-13.6;-48;1.2
49614;-13.4;-50.2;1.3
49616;-13.6;-48.7;1.5
49618;-13.4;-48.6;0.8
49620;-13.3;-49.2;1.4
49622;-13.4;-48.8;1.3
49624;-13.6;-49;0.8
49626;-13.5;-46.7;1.2
49628;-13.8;-46.4;1.5
49630;-13.3;-45.2;0.9
49632;-13.7;-46;1.6
49634;-13.7;-47.6;1.4
49636;-13.5;-45.9;1
49638;-13.4;-45.9;1
49640;-13.6;-47.1;1.5
49642;-13.5;-47.8;0.7
49644;-13.6;-47.9;1.2
49646;-13.4;-50.9;1.2
49648;-13.3;-50.4;0.8
49650;-13.7;-53.7;1.2
49652;-13.5;-52.8;1.4
49654;-13.3;-50.3;0.9
49656;-13.4;-51.2;1.1
49658;-13;-46.9;1.5
49660;-13.3;-46.3;1.3
49662;-13.4;-45.8;0.7
49664;-13.3;-47.9;1.1
49666;-13.4;-49.7;1.2
49668;-13.4;-50.1;0.5
49670;-13.4;-50.1;1.1
49672;-13.2;-50.9;0.8
49674;-13.3;-54.4;0.9
49676;-13.2;-53.3;0.8
49678;-13.2;-55.2;0.8
49680;-13;-52.7;1
49682;-13.5;-52.1;1.2
49684;-13;-49.3;0.4
49686;-13;-46.5;0.8
49688;-13.5;-47.3;1
49690;-13.2;-46.5;0.6
49692;-13;-47.3;1.1
49694;-13;-49.5;1.3
49696;-13.4;-52.5;0.4
49698;-13.4;-53.1;1
49700;-13.4;-55.8;0.6
49702;-13.5;-54.2;0.4
49704;-13.2;-52.9;1.1
49706;-13.1;-50.9;0.4
49708;-12.9;-49;0.4
49710;-13.2;-48.8;1.1
49712;-12.9;-48.9;0.6
49714;-13;-48.9;0.3
49716;-13.1;-52.7;0.6
49718;-12.8;-55.6;0.7
49720;-13.1;-56.7;0.5
49722;-13.2;-56.4;0.6
49724;-13.3;-54.6;0.7
49726;-13;-51.9;0.6
49728;-12.9;-50.9;0.6
49730;-13.2;-52.2;0.7
49732;-13.1;-50.8;0.7
49734;-12.9;-53.1;1.2
49736;-13.1;-56.4;0.8
49738;-13;-57.4;0.8
49740;-13;-59.3;0.7
49742;-13;-56.8;1
49744;-12.8;-53.9;0.7
49746;-12.8;-50.4;0.8
49748;-12.9;-52.2;0.7
49750;-12.8;-53.4;0.7
49752;-12.6;-53.4;1
49754;-12.7;-56.5;0.5
49756;-12.9;-58.5;0.6
49758;-12.8;-58.9;0.6
49760;-12.8;-54.6;1.1
49762;-12.8;-52.1;0.7
49764;-12.8;-52.9;0.6
49766;-12.7;-54.3;1
49768;-12.5;-54.9;0.7
49770;-13.1;-57.1;0.7
49772;-12.6;-57.5;0.9
49774;-12.7;-57.6;0.6
49776;-12.8;-57.6;0.7
49778;-12.6;-53.2;0.9
49780;-12.4;-53.2;0.8
49782;-12.7;-57.3;1.2
49784;-12.9;-61;0.7
49786;-12.7;-60.1;0.5
49788;-12.7;-59.1;0.7
49790;-12.6;-55.6;0.7
49792;-12.5;-54.6;1.2
49794;-12.5;-53.1;0.8
49796;-12.6;-56.3;0.4
49798;-12.8;-60.1;0.9
49800;-12.5;-61.5;0.7
49802;-12.2;-57.9;0.4
49804;-12.5;-55.6;1.1
49806;-12.5;-56.6;0.8
49808;-12.7;-58.3;0.4
49810;-12.6;-57.5;0.8
49812;-12.5;-61;0.8
49814;-12.4;-60.8;0.5
49816;-12.3;-55.2;1.3
49818;-12.3;-54.6;0.8
49820;-12.5;-59.6;0.6
49822;-12.3;-58.5;1.1
49824;-12.5;-60.8;0.8
49826;-12.6;-62.4;0.5
49828;-12.2;-57.2;0.8
49830;-12.6;-56.4;0.7
49832;-12.4;-60.4;0.5
49834;-12.4;-62.1;1
49836;-12.5;-64.4;1
49838;-12.5;-63;0.5
49840;-12.6;-59.3;1
49842;-12.3;-56.4;0.7
49844;-12.2;-60.9;0.7
49846;-12.3;-66.4;0.9
49848;-12.5;-66;0.5
49850;-12.5;-60;0.5
49852;-12.1;-60.1;1.4
49854;-12.1;-62.8;1.1
49856;-12.5;-67.2;1
49858;-12.3;-67.8;1.2
49860;-12.6;-62.9;1.1
49862;-12.3;-56.3;0.8
49864;-12.4;-60.8;0.8
49866;-12.2;-65.4;1
49868;-12;-65.1;1
49870;-12.2;-64;1
49872;-12.1;-57;1
49874;-12.4;-61.7;1.2
49876;-12.3;-67.6;0.8
49878;-12.3;-68.1;1
49880;-12.1;-62.3;1.4
49882;-11.8;-57.9;0.8
49884;-11.9;-61.4;0.6
49886;-12;-68.9;1.6
49888;-11.9;-68.1;1.2
49890;-12.1;-61.6;0.7
49892;-11.9;-59;1.3
49894;-12;-62.8;1.5
49896;-12;-70.9;0.9
49898;-12;-67.6;1.5
49900;-12;-59.4;1.3
49902;-11.7;-61.9;0.6
49904;-12.1;-67.1;1.4
49906;-12.1;-72.5;1.1
49908;-12.1;-64.8;0.3
49910;-11.9;-63.1;1.1
49912;-11.8;-68.8;1.2
49914;-12;-70.2;0.1
49916;-12.1;-68.9;0.8
49918;-11.9;-58.6;1.5
49920;-11.9;-64.1;0.5
49922;-12;-70.5;0.9
49924;-12.1;-69.1;1.2
49926;-11.8;-63.6;0.5
49928;-12;-64.5;0.3
49930;-11.7;-71.5;1
49932;-11.8;-69.3;0.9
49934;-12;-65.5;0.4
49936;-11.6;-63.9;0.6
49938;-11.6;-69;0.8
49940;-11.9;-71.9;0.5
49942;-11.7;-63.5;0.9
49944;-11.4;-65.8;1
49946;-11.8;-70;0.5
49948;-11.9;-72;0.7
49950;-11.8;-65.8;1
49952;-11.7;-67.5;0.5
49954;-11.7;-72.7;0.2
49956;-11.6;-70;0.8
49958;-11.9;-66;0.9
49960;-11.4;-69.1;0.1
49962;-11.7;-75.4;0.7
49964;-11.8;-66.9;1.1
49966;-11.6;-64.1;0.5
49968;-11.7;-67.9;0.5
49970;-11.6;-72.9;1
49972;-11.5;-66.2;0.7
49974;-11.4;-65.1;0.4
49976;-11.7;-71.7;0.8
49978;-11.6;-71.6;0.8
49980;-11.4;-63.4;0.6
49982;-11.4;-66.3;0.4
49984;-11.4;-73.1;0.8
49986;-11.5;-72.4;0.2
49988;-11.4;-63.6;0.5
49990;-11.4;-70.4;0.7
49992;-11.4;-73.1;0.7
49994;-11.3;-66;0.6
49996;-11.4;-64.5;0.5
49998;-11.4;-72.7;0.7
50000;-11.4;-75.2;0.7
50002;-11.3;-64.9;0.6
50004;-11.2;-69.2;0.4
50006;-11.4;-77.4;0.9
50008;-11.2;-69.9;0.9
50010;-11.2;-64.6;0.3
50012;-11.2;-71.1;0.8
50014;-11.1;-76.3;0.7
50016;-11.4;-65.2;0.5
50018;-11.4;-70.5;0.6
50020;-11.3;-77.1;0.9
50022;-11.1;-71.7;0.5
50024;-11.1;-64.8;0.6
50026;-11.4;-76.8;0.9
50028;-11.1;-76.8;0.4
50030;-11;-64.6;0
50032;-10.9;-69.3;0.8
50034;-10.9;-76.6;0.5
50036;-11.3;-68.8;0
50038;-11.1;-70.4;0.7
50040;-10.9;-75.4;0.6
50042;-10.7;-71.2;0
50044;-10.8;-69.1;0.7
50046;-11.1;-77.3;0.5
50048;-10.6;-74.8;0.3
50050;-11;-66.9;0
50052;-10.8;-71.9;0.7
50054;-10.6;-73.4;0.4
50056;-10.7;-69.5;0
50058;-10.8;-72.5;0.5
50060;-10.5;-76.6;0.6
50062;-10.6;-69.5;0
50064;-10.5;-71.4;0.5
50066;-10.6;-77.5;0.5
50068;-10.4;-69.1;0.3
50070;-10.7;-71.3;0.8
50072;-10.7;-77.4;0.9
50074;-10.7;-69.6;0.4
50076;-10.4;-69.3;0.4
50078;-10.6;-76.8;0.9
50080;-10.6;-75.5;0.7
50082;-10.3;-67.9;0.7
50084;-10.4;-80.5;0.8
50086;-10.5;-74.7;0.5
50088;-10.5;-66.5;0.7
50090;-10.6;-76.3;0.7
50092;-10.4;-77.7;0.8
50094;-10.3;-66.4;0.7
50096;-10.4;-76.9;0.7
50098;-10.2;-77.8;0.8
50100;-10.2;-65.4;0.6
50102;-10.2;-73.4;0.6
50104;-10;-77.4;0.5
50106;-10.2;-66;0.8
50108;-10.3;-73.8;0.7
50110;-10.3;-81.1;0.1
50112;-10;-67.6;0.4
50114;-10;-71.2;0.8
50116;-10;-81.3;0.3
50118;-10;-72;0.4
50120;-9.9;-74.2;1.2
50122;-9.8;-80.8;0.2
50124;-10;-69.3;0.2
50126;-9.6;-72;0.7
50128;-9.8;-82.2;0.3
50130;-10;-71.6;-0.1
50132;-9.8;-75.6;0.8
50134;-9.6;-77.6;0.6
50136;-10.1;-72.5;0.2
50138;-9.6;-76.7;0.3
50140;-9.7;-78.2;0.5
50142;-9.5;-69.6;0.2
50144;-9.7;-76.7;0.1
50146;-9.5;-77.3;0.6
50148;-9.6;-72.6;0
50150;-9.3;-75.7;0.5
50152;-9.6;-79;0.4
50154;-9.7;-77.2;0.3
50156;-9.4;-79.2;0.6
50158;-9.4;-76.6;0.8
50160;-9.5;-73;0
50162;-9.3;-79.4;0.4
50164;-9.3;-75.4;0.2
50166;-9.3;-74.1;0.3
50168;-9.4;-83.2;0
50170;-9.3;-72.9;0.1
50172;-8.9;-73.5;0.3
50174;-9.1;-81.5;0
50176;-9;-67.9;0.3
50178;-8.9;-74.7;0.4
50180;-8.9;-79.6;-0.3
50182;-8.8;-67.7;0
50184;-9.1;-79;0.2
50186;-9.1;-81.8;0
50188;-8.9;-69.1;0.1
50190;-8.8;-82.4;0.2
50192;-8.8;-75.9;0.1
50194;-9.1;-70;0.2
50196;-8.9;-80.5;0.3
50198;-8.9;-74.6;-0.1
50200;-8.4;-70.4;0
50202;-8.7;-82.1;0.3
50204;-8.8;-74;0.1
50206;-8.6;-73.1;0
50208;-8.7;-83.6;0.1
50210;-8.8;-71.4;0
50212;-8.5;-76;0.3
50214;-8.5;-81.6;0
50216;-8.6;-72.6;-0.4
50218;-8.3;-76.3;0
50220;-8.2;-76.8;0.3
50222;-8.1;-73.7;0
50224;-8.2;-80.1;-0.2
50226;-8.2;-71.3;-0.3
50228;-8.4;-75.1;0.3
50230;-8.3;-78.8;0
50232;-8.1;-72;0
50234;-8.3;-78.4;0.3
50236;-8.3;-78.9;0
50238;-8.3;-74.4;0.2
50240;-8.1;-80.2;0.7
50242;-7.9;-75.2;0.2
50244;-8;-73.5;0.1
50246;-8;-81.4;0.4
50248;-8.2;-74.6;0.3
50250;-7.8;-79.1;0.5
50252;-7.9;-82.7;0.8
50254;-7.9;-71.2;0.3
50256;-8;-80.8;0.4
50258;-7.8;-80;0.8
50260;-7.9;-71.4;0.4
50262;-7.7;-80.9;0.5
50264;-7.7;-74.3;0.5
50266;-8;-75.9;0.7
50268;-7.7;-83.8;0.3
50270;-7.9;-72.3;0.6
50272;-7.8;-77.2;0.8
50274;-7.6;-82.3;0.4
50276;-7.6;-71.5;0.4
50278;-7.4;-79.4;0.8
50280;-7.4;-76.6;1
50282;-7.6;-73.8;0.5
50284;-7.4;-82.7;0.5
50286;-7.7;-75.8;0.9
50288;-7.5;-77.3;0.4
50290;-7.3;-83.2;0.5
50292;-7.6;-71.5;0.5
50294;-7.5;-79.1;0.6
50296;-7.5;-80.4;0.6
50298;-7.3;-72.8;1
50300;-7.3;-82.2;0.3
50302;-7.3;-76.2;0.6
50304;-7;-76.2;0.7
50306;-7.2;-82.6;0.4
50308;-7.1;-73.4;0.1
50310;-7;-77.7;0.9
50312;-7.1;-77.4;0.5
50314;-7.1;-75.1;0
50316;-7.1;-81.1;0.6
50318;-6.9;-78.2;1.2
50320;-7.1;-80.1;-0.2
50322;-6.8;-79.8;0.3
50324;-6.8;-69.3;0.9
50326;-7;-79.8;0
50328;-7;-76.5;0.4
50330;-6.7;-74.8;1
50332;-6.6;-82.4;0
50334;-6.7;-73.4;0.6
50336;-6.8;-77.1;0.6
50338;-6.8;-82.3;0.1
50340;-6.5;-69.4;0.7
50342;-6.9;-82.1;0.5
50344;-6.6;-78.1;0
50346;-6.3;-70.7;0.3
50348;-6.7;-84;0.5
50350;-6.7;-75.9;0.3
50352;-6.7;-77.9;0
50354;-6.5;-83.2;0.6
50356;-6.4;-70.2;0.6
50358;-6.3;-80.1;0.2
50360;-6.4;-79.9;0.6
50362;-6.4;-72.6;0.8
50364;-6.3;-84.9;0.6
50366;-6.4;-77.1;0.3
50368;-6.3;-73.3;0.6
50370;-6.3;-84.5;0.4
50372;-6.2;-71.6;0.4
50374;-6.3;-76.5;0.7
50376;-6.3;-80.2;0.9
50378;-6.1;-71.1;0.8
50380;-6.3;-80.6;0.3
50382;-6.2;-80;0.4
50384;-6;-75.6;0.6
50386;-6.3;-82.2;0
50388;-6.3;-75.6;0.2
50390;-5.9;-77.4;0.7
50392;-6.2;-80.5;0.2
50394;-6.1;-77.5;0.2
50396;-5.9;-82.1;0.7
50398;-6;-75.1;0.5
50400;-6.1;-79.2;-0.2
50402;-5.8;-80.1;0.7
50404;-5.8;-72.4;0.6
50406;-5.8;-80.6;-0.3
50408;-5.8;-76.8;0.8
50410;-5.6;-73.7;1
50412;-5.8;-83.3;-0.3
50414;-5.7;-76.5;0.7
50416;-5.9;-81.2;1.1
50418;-5.8;-82.4;-0.1
50420;-5.6;-69.3;0.4
50422;-5.5;-80.4;0.9
50424;-5.6;-78.5;0.1
50426;-5.4;-72.7;0
50428;-5.4;-82.9;0.7
50430;-5.4;-74.1;0.3
50432;-5.3;-74.1;0.1
50434;-5.4;-83.3;0.5
50436;-5.3;-71.2;0.7
50438;-5.2;-81.4;0.4
50440;-5.3;-79.9;0.5
50442;-5.3;-72;0.5
50444;-5.3;-84.6;0.8
50446;-5.1;-77.4;0.3
50448;-5.3;-79.2;1.1
50450;-5.3;-86.5;0.7
50452;-5.3;-72.1;0
50454;-5.1;-78.3;0.9
50456;-5.2;-82;0.6
50458;-5.3;-76.2;0.1
50460;-5.1;-84.4;0.6
50462;-5.2;-77.2;0.2
50464;-5.1;-75.8;0.3
50466;-5.1;-83;0.7
50468;-5.1;-76.7;0.1
50470;-5.1;-80.5;0.1
50472;-4.9;-78.6;0.5
50474;-5;-74.7;-0.1
50476;-5;-83.9;0
50478;-4.9;-77.6;0.6
50480;-4.9;-81.2;-0.1
50482;-5;-80.7;-0.1
50484;-4.9;-71.6;0.7
50486;-4.9;-80.7;0.1
50488;-4.7;-76.7;0.1
50490;-4.9;-75.6;0
50492;-5;-84.8;0
50494;-4.8;-72.6;0
50496;-4.8;-79.9;0.3
50498;-4.7;-81.6;-0.1
50500;-4.5;-70.9;0.1
50502;-5;-83.4;0.1
50504;-4.8;-78.5;0.4
50506;-4.8;-73;-0.3
50508;-4.6;-83.1;0
50510;-4.9;-74.7;0.2
50512;-4.7;-77.4;-0.3
50514;-4.7;-82.6;0
50516;-4.9;-69.8;0.1
50518;-4.8;-78.7;-0.1
50520;-4.9;-81.9;0.3
50522;-4.7;-72.3;0.8
50524;-4.7;-83.4;0.2
50526;-4.7;-76.9;0
50528;-4.6;-74.8;0.7
50530;-4.6;-84.3;0.2
50532;-4.5;-72.5;0.1
50534;-4.4;-79.1;0.5
50536;-4.6;-80.1;0.6
50538;-4.6;-73.1;0.1
50540;-4.3;-81.7;0.8
50542;-4.7;-76.7;0.1
50544;-4.6;-78.4;0
50546;-4.4;-81.2;0.6
50548;-4.6;-74.2;0.5
50550;-4.7;-79.8;0.3
50552;-4.7;-78.9;0.3
50554;-4.5;-74.4;0.1
50556;-4.7;-82.9;0.3
50558;-4.6;-78.5;0.5
50560;-4.4;-78.5;0.1
50562;-4.5;-82.3;0.1
50564;-4.6;-72.4;0.4
50566;-4.7;-82.2;0.2
50568;-4.7;-79.6;0
50570;-4.6;-74.9;-0.3
50572;-4.5;-82.4;0.1
50574;-4.6;-75.2;0.2
50576;-4.6;-81;0
50578;-4.5;-80.7;-0.2
50580;-4.6;-72.2;0.3
50582;-4.4;-82.2;-0.3
50584;-4.5;-76.9;0
50586;-4.7;-75.7;0.5
50588;-4.6;-86.2;-0.1
50590;-4.6;-74.8;-0.2
50592;-4.4;-77.3;0.5
50594;-4.5;-84.2;0
50596;-4.5;-71.3;-0.1
50598;-4.7;-81.9;0.6
50600;-4.7;-82.4;0.3
50602;-4.4;-71;-0.4
50604;-4.7;-84.2;0.2
50606;-4.8;-77.4;0.1
50608;-4.6;-74.9;-0.2
50610;-4.7;-83.7;0.4
50612;-4.6;-72.3;0.1
50614;-4.7;-77.3;-0.2
50616;-4.6;-83.2;0.3
50618;-4.5;-74.1;0.3
50620;-4.5;-82.7;0.4
50622;-4.5;-76.5;0.3
50624;-4.7;-76.8;0.1
50626;-4.7;-84;0
50628;-4.7;-74;0
50630;-4.5;-78.9;0.2
50632;-4.6;-76.5;0.3
50634;-4.8;-76.9;0.1
50636;-4.6;-83.1;0.1
50638;-4.7;-76.7;0.3
50640;-4.8;-81.5;0.1
50642;-4.6;-80.5;-0.1
50644;-4.6;-72.1;0.1
50646;-4.7;-82.4;0.4
50648;-4.9;-80.4;0.1
50650;-4.8;-78;0
50652;-4.5;-84.4;0.5
50654;-4.7;-74.1;0.1
50656;-5;-79.8;-0.1
50658;-4.7;-84.8;0.5
50660;-4.7;-73.4;0
50662;-4.7;-81.4;0
50664;-4.5;-78.9;0.6
50666;-5;-75;0
50668;-4.8;-84.3;0
50670;-4.8;-76.3;0.6
50672;-4.9;-78.1;0
50674;-4.8;-84.3;-0.1
50676;-4.9;-72.6;0.5
50678;-4.9;-81.8;0.2
50680;-4.8;-80.1;0.1
50682;-4.8;-72.9;0.3
50684;-4.7;-83.4;0.1
50686;-5;-78.4;0.6
50688;-4.9;-77;0.4
50690;-4.8;-83.8;0
50692;-4.8;-72.5;0.5
50694;-4.7;-78.7;1
50696;-4.8;-81.4;-0.1
50698;-4.9;-72.9;0.5
50700;-4.7;-84.3;0.7
50702;-4.9;-81.4;0.2
50704;-4.7;-76.6;0.3
50706;-4.9;-84.5;0.8
50708;-5;-73.2;-0.1
50710;-4.7;-77.3;0.6
50712;-4.7;-77.5;0.4
50714;-4.9;-74.8;-0.4
50716;-4.8;-83.3;1
50718;-5;-75.4;0
50720;-4.8;-76.4;0.2
50722;-4.9;-82.5;0.3
50724;-4.9;-73.8;0.3
50726;-4.8;-80.8;0.6
50728;-4.9;-75.4;0.3
50730;-5;-75.4;0.1
50732;-5;-83.1;0.8
50734;-5.1;-75.4;0.2
50736;-5.1;-83.1;0
50738;-5.1;-85.5;0.3
50740;-5.1;-70.8;0.2
50742;-5;-83.3;0.2
50744;-5.1;-79.8;0.4
50746;-5;-73.1;0.3
50748;-5.1;-88.2;0.4
50750;-5;-77.7;0.4
50752;-5.3;-77.8;0.4
50754;-5;-86;-0.1
50756;-5.1;-72.2;0.4
50758;-5.1;-83.4;0.8
50760;-5.3;-83.9;0
50762;-5.1;-75.7;0.3
50764;-5;-85.9;1
50766;-5;-78.9;0
50768;-5.1;-80.5;0.2
50770;-5.2;-85.5;0.9
50772;-5;-72.9;0.2
50774;-4.9;-77.7;0
50776;-4.9;-80.6;0.8
50778;-4.9;-76.5;0.2
50780;-5.1;-83.3;0.2
50782;-5.1;-79;0.7
50784;-4.9;-77.7;0
50786;-5.1;-85.7;0.2
50788;-5.2;-78.1;0.6
50790;-5.1;-81.3;0
50792;-5;-80.7;0.3
50794;-5.2;-76.1;0.7
50796;-5.1;-84.8;0.3
50798;-5.1;-80.7;0
50800;-5.1;-83.8;0.6
50802;-5.2;-84;0.2
50804;-5.1;-73.7;0.1
50806;-5.1;-83.4;0.5
50808;-5.2;-79.5;0.2
50810;-5.2;-79.6;-0.2
50812;-5.2;-85.1;0.5
50814;-5.1;-75.7;0.3
50816;-5.4;-79.4;0
50818;-5.1;-83.2;0.8
50820;-5.1;-72.4;0.1
50822;-5.1;-83.8;-0.4
50824;-5.4;-80.3;0.7
50826;-5.1;-75;0.3
50828;-5.1;-86.7;-0.3
50830;-5.1;-78;0.8
50832;-5.3;-81.6;0
50834;-5.3;-87.6;0
50836;-5.4;-73.2;0.7
50838;-5.1;-81.8;0.3
50840;-5.3;-84.1;0
50842;-5.1;-74.4;1
50844;-5.3;-89.4;0.1
50846;-5.2;-81.6;0.3
50848;-5.2;-77.4;1.1
50850;-5.1;-87;0.3
50852;-5.1;-74.9;0.4
50854;-5.3;-81;1.1
50856;-5.3;-85.2;0
50858;-5.2;-78.7;0.6
50860;-5.2;-83.2;1.1
50862;-5.1;-80.9;0.7
50864;-5.4;-82.7;0.3
50866;-5.2;-85.5;0.8
50868;-5.4;-79.7;0.4
50870;-5.3;-80.2;0
50872;-5.3;-82.3;0.7
50874;-5.2;-79.9;1.3
50876;-5.3;-85;0.5
50878;-5.2;-78.8;0.3
50880;-5.1;-80.9;0.7
50882;-5.2;-83.2;0.3
50884;-5.3;-75.1;0.2
50886;-5.3;-84.2;0.3
50888;-5.5;-79.8;0
50890;-5.2;-76.9;0.3
50892;-5.2;-85.9;0.5
50894;-5.3;-79;0.4
50896;-5.4;-84.3;0.7
50898;-5.5;-87.5;0.3
50900;-5.6;-74.9;0.1
50902;-5.2;-82.4;0.2
50904;-5.1;-81;0.5
50906;-5.4;-77.1;0.3
50908;-5.3;-86.4;0.2
50910;-5.4;-78.7;0.5
50912;-5.3;-77.4;-0.3
50914;-5.3;-86.2;0.1
50916;-5.3;-74.9;0.6
50918;-5.6;-84.2;-0.2
50920;-5.2;-81.5;0.1
50922;-5.4;-76.3;0.6
50924;-5.5;-88.1;-0.2
50926;-5.3;-79.4;0.6
50928;-5.4;-81.6;1
50930;-5.5;-87.2;-0.1
50932;-5.3;-73.5;1.1
50934;-5.4;-79.2;0.4
50936;-5.6;-84.2;0
50938;-5.5;-76.8;0.9
50940;-5.2;-84;0.6
50942;-5.4;-79.3;0.4
50944;-5.2;-78.3;1
50946;-5.6;-85.2;0.2
50948;-5.6;-78.3;0.1
50950;-5.5;-81.1;0.6
50952;-5.5;-83.7;0.8
50954;-5.6;-77.5;0.3
50956;-5.6;-83.5;0.4
50958;-5.6;-80.2;0.3
50960;-5.6;-83.5;0.3
50962;-5.4;-82.5;0.5
50964;-5.5;-75.7;0.8
50966;-5.6;-81.3;0.4
50968;-5.5;-80.3;0
50970;-5.5;-77.4;0.7
50972;-5.7;-85.3;0.1
50974;-5.6;-74.5;0.2
50976;-5.6;-80.9;0.8
50978;-5.6;-86.2;0.1
50980;-5.4;-72.1;0.5
50982;-5.5;-82.4;0.7
50984;-5.3;-80.9;0
50986;-5.7;-74.9;0.5
50988;-5.7;-88.7;0.9
50990;-5.5;-78.2;-0.1
50992;-5.7;-79.6;0.9
50994;-5.5;-85.3;0.8
50996;-5.7;-71.9;-0.3
50998;-5.4;-81.3;1.1
51000;-5.7;-83.1;0.8
51002;-5.6;-73.7;0
51004;-5.5;-84.6;1
51006;-5.7;-79.8;0.8
51008;-5.9;-77.9;0
51010;-5.6;-84.9;0.7
51012;-5.6;-74.7;1
51014;-5.5;-79.5;0.2
51016;-5.6;-82.2;0.6
51018;-5.6;-77.6;1.3
51020;-5.8;-86.6;0.2
51022;-5.7;-78.3;0.7
51024;-5.4;-80.8;1.3
51026;-5.5;-83.7;0.3
51028;-5.8;-75.6;0.8
51030;-5.5;-78.5;1.6
51032;-5.4;-78.2;0.5
51034;-5.6;-77.1;0.8
51036;-5.7;-85.5;1.3
51038;-5.8;-77.5;0.6
51040;-5.8;-81.9;1.2
51042;-5.8;-85.2;1.3
51044;-5.5;-74.5;0.6
51046;-5.7;-83.5;1
51048;-5.8;-81.5;1.2
51050;-5.8;-78.1;0.5
51052;-5.5;-83.8;0.9
51054;-5.9;-78.6;1.3
51056;-5.6;-82.4;0.5
51058;-5.5;-82.7;1.1
51060;-5.5;-72.2;0.8
